place_id,restaurant_name,address,avg_rating,avg_sentiment_compound,total_reviews,positive_review_count,negative_review_count,neutral_review_count,opening_hours,all_review_texts,positive_ratio,negative_ratio,food_type_tags,priority_tags
ChIJFxhqo4u8cEgRVqqIuemRKnw,The Birmingham Stable,"1 Orion, 115 John Bright St, Birmingham B1 1BE, UK",4.3,0.8520199999999999,5,5,0,0,"[""Monday: 11:30 AM – 10:00 PM"", ""Tuesday: 11:30 AM – 10:00 PM"", ""Wednesday: 11:30 AM – 10:00 PM"", ""Thursday: 11:30 AM – 10:00 PM"", ""Friday: 11:30 AM – 11:00 PM"", ""Saturday: 11:30 AM – 11:00 PM"", ""Sunday: 11:30 AM – 10:00 PM""]","I absolutely love pizza – it’s one of my favourite meals. This spot is a little off the beaten track and not too far from the Mailbox, but well worth a visit. Everything I had was absolutely delicious – proper finger-licking good! The selection of beers, ales, and ciders on tap was impressive. The staff were incredibly helpful and took the time to explain all the food and drink options, so I could make an informed choice. Great servers. Amazing gluten free food. Top notch ciders. We could do with this in London. Absolutely amazing no non sense food with a. Great vibe. Highly recommend to vegans and gluten free, soy free people everywhere Popped in for a quick bite as we were staying at the Holiday Inn for a night and this restaurant was a brief 5 minutes walk away.
We booked for 5pm and there were 3 of us.  Two of us had pizzas and one had nachos.  We shared garlic bread a portion of tater tots.
Service was swift and server was friendly, we were seated at a long table with benches, only downside was the noise from the tables either side, totally just a me issue though.
Food was really good, fresh, hot and huge portions.
Cost was reasonable £14 for the pizzas and  £12 for nachos.
All in all I would recommend a visit. Had a salad. I know, really let the side down on this one. But my friend said her pizza was delicious! (Actually she said one of the best she's had in Birmingham, but I can't verify because... salad). But I'll tell you what, if you like garlic bread, THIS garlic bread is unreal. We need it mass producing please. The pizza is tasty, thin and crispy if that's your vibe, and there's a good range of toppings options. The service was a bit chaotic as it was very busy in there! Because you have to order via QR code the food arrives at different times, and because you've paid in advance there's no time to sit and relax after you've finished your meal. Sadly I didn't get the dip I ordered, and wasn't able to ask a waiter about this because they were so rushed off their feet! A shame because if this meal was a little slower and quieter, and if there was a bit more human interaction, I'm sure I would have loved it!",1.0,0.0,"[""Italian"", ""Mexican"", ""Bar/Pub"", ""Fast Food"", ""Vegetarian/Vegan""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Portion Size"", ""Booking/Entry"", ""Ventilation/AC""]"
ChIJG-cqE4e8cEgRJxQivpWg2A4,Starbucks Coffee,"Spencer House, Birmingham B5 6DQ, UK",4.7,0.96072,5,5,0,0,"[""Monday: 7:00 AM – 8:00 PM"", ""Tuesday: 7:00 AM – 8:00 PM"", ""Wednesday: 7:00 AM – 8:00 PM"", ""Thursday: 7:00 AM – 8:00 PM"", ""Friday: 7:00 AM – 8:00 PM"", ""Saturday: 7:00 AM – 8:00 PM"", ""Sunday: 9:00 AM – 8:00 PM""]","Tay were absolutely wonderful – super friendly, helpful, and made me feel really welcome. The coffee was great as always, but their positive attitude made my visit extra special. Thank you both – I’ll definitely be coming back! 😊 I recently visited Starbucks and had a great overall experience. The atmosphere was cozy and welcoming. The staff was friendly and efficient, and my order was prepared quickly.Hot chocolates, and it was delicious  smooth, well-balanced, and refreshing. Picked up some food between coaches at Birmingham Coach Station. Affu and her colleague were such  helpful, kind and respectful young ladies. Lovely service and tasty food served quickly. Would recommend Thank you so much to Kristina who made my day. She took the time to understand my order, offer me different flavours, and even give me the free Snoopy cup that I had been searching for, for 2 hours! She was so polite, made lovely conversation with me and just made me smile so much after the morning I’d had. I can’t thank you enough for being so kind.❤️ Honestly honestly the best customer / client service. You could possible have. You can walk in from all backgrounds of life and be greater with kindness from smiles, and experience. I went in not feeling at my best. But honestly they never failed to brighten up my day. They have food that meets all joy. Whether you want to pop in quickly to take away. Go in and stay in or from they bring it home option. I can honestly say, I think there’s nothing startbucks could do Better, they key to keeping their customers happy is definitely shown within their staff. And the brand as a whole seems very lovely from this  view Point. #Greeted with kindness.",1.0,0.0,"[""Cafe"", ""Dessert""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Drinks"", ""Experience"", ""Ventilation/AC""]"
ChIJG1bNqBq9cEgRppVK-o298pI,B:eats,"The ICC, Broad St, Birmingham B1 2EA, UK",4.5,0.37140000000000006,5,4,1,0,"[""Monday: 11:00 AM – 4:00 PM"", ""Tuesday: 11:00 AM – 4:00 PM"", ""Wednesday: 11:00 AM – 4:00 PM"", ""Thursday: 11:00 AM – 4:00 PM"", ""Friday: 11:00 AM – 4:00 PM"", ""Saturday: 11:00 AM – 4:00 PM"", ""Sunday: Closed""]","Friendly and fast.
Food was just.ok so disappointed.
Very little on my bagel.
The poached eggs on my eggs royale were overcooked which meant the food very dry.
I didn't return it as I was late and was rushing.
Otherwise, it tasted good. Lovely food.  Good prices, especially for a city establishment The food we had was actually rather good. The service is another story! We were shown where to go by an ICC member of staff (very helpful chap) but the B:eats staff showed us to our table and then proceeded to completely ignore us for 30 minutes or so. Had to go and find a member of staff to take our order. Eventually, order taken; by friendly, other member of staff. Celebratory fizz came with dirty glasses, which I had to return to the bar. They only had two champagne glasses, so we ended up with wine glasses. No matter; they were clean! The food was good, and not expensive, so, although service iffy, all sufficed in the end. Handy location. Delicious fish and chips, the fish was really fresh and the batter was crunchy, plus the chips were crispy, not too floury and tasty  Great onion rings!  Very tasty mushroom and dolcelatte risotto. Quickly served too. Just don't sit near the doors in cold weather! I hate to write bad reviews, but I was utterly disappointed by this place. I and two other customers were supposed to sit and eat at a ""table"" where in fact there was only a sitting booth without any table. Only after asking for a proper table the staff reluctantly moved a table to the two other customers' booth and others were sent upstairs. The food was very mediocre, no dip was served for the chips which were cold.",0.8,0.2,"[""Italian"", ""Cafe"", ""Bar/Pub"", ""Fast Food"", ""Seafood""]","[""Service"", ""Food Quality"", ""Value"", ""Cleanliness"", ""Location"", ""Drinks"", ""Experience"", ""Seating/Comfort""]"
ChIJG6i5P9C9cEgRyOgd2pmvx70,Uk fried chicken,"806 Bristol Rd, Selly Oak, Birmingham B29 6NA, UK",3.3,0.7076800000000001,5,5,0,0,"[""Monday: 11:00 AM – 1:00 AM"", ""Tuesday: 11:00 AM – 1:00 AM"", ""Wednesday: 11:00 AM – 1:00 AM"", ""Thursday: 11:00 AM – 1:00 AM"", ""Friday: 11:00 AM – 1:00 AM"", ""Saturday: 11:00 AM – 1:00 AM"", ""Sunday: 12:00 PM – 1:00 AM""]","Amazing place it was my first time to going there because I don’t live around here and I had cheeseburger burger grill it was it was amazing and I recommend to people to go there to get quick service First time I ordered from here and the food was amazing 🤩 and delicious and the New management is absolutely fantastic and I recommend to everyone to try it and enjoy the amazing pizza 🍕 Wow after long time pizza king go back to the high quality food and good service friendly If I could give zero stars I would of. I ordered a lamb shish kebab and literally got 2 beef burger patties chopped up into strips and fries, my partner and mother ordered donner kebab with mayonnaise which was none existent and the donner meat was dry. Definitely will not be coming back here purely because I was looking forward for an actual shish kebab again not some burger patties. Be very careful eating here I bought a chicken burger but their **wire bristle grill brushes!!** Was inside my burger and I was throwing up wire metal bits that I hadn't quite swallowed but I still feel like something is stuck in my throat right now have to go to a&e to get a scan",1.0,0.0,"[""Italian"", ""Burger"", ""Mediterranean""]","[""Service"", ""Food Quality"", ""Waiting Time"", ""Ventilation/AC""]"
ChIJGRhZcry9cEgRabF-HvxQl-E,Caspian Pizza (Harborne),"180 High St, Harborne, Birmingham B17 9PP, UK",4.7,0.90342,5,5,0,0,"[""Monday: 12:00 – 10:50 PM"", ""Tuesday: 12:00 – 10:50 PM"", ""Wednesday: 12:00 – 10:50 PM"", ""Thursday: 12:00 – 10:50 PM"", ""Friday: 12:00 – 11:50 PM"", ""Saturday: 12:00 – 11:50 PM"", ""Sunday: 12:00 – 10:50 PM""]","I have had many pizzas in th past but I confess that the pizzas and all meals which I had eaten so far in this shop are the best. Manager and staff are very professional and food is perfect. I do recommend this shop and the meals or this shop to everyone in west Midlands Amazing friendly Staff ...amazing sauce and fresh ingredients.  Healthy delicious fast food..toppings larger than normal aldente....highly recommended. So far, I had mixed burger (beef & marinated chicken) with fries, a spicy special pizza, and  wings with mild flavour.
The burger was juicy, fresh, and cheesy. The amazing spicey pizza has high quality ingredients and authentic taste of Caspian pizza.
Chicken wings! Tasty, premium sauce and absolutely delicious.
The location is also very convenient and they offer fast delivery as well.
It's highly recommended. Reza and his team excellent service and very good food A huge portion; just one bite and I was in heaven. The staff was lovely; highly recommended!",1.0,0.0,"[""Italian"", ""Burger"", ""Fast Food""]","[""Service"", ""Food Quality"", ""Location"", ""Drinks"", ""Portion Size""]"
ChIJGVsYgva8cEgR9BaQc2BEYQU,Pushkar Cocktail Bar & Dining,"245 Broad St, Birmingham B1 2HQ, UK",4.1,0.8833,5,5,0,0,"[""Monday: 4:00 – 10:30 PM"", ""Tuesday: 4:00 – 10:30 PM"", ""Wednesday: 4:00 – 10:30 PM"", ""Thursday: 4:00 – 10:30 PM"", ""Friday: 4:00 – 11:00 PM"", ""Saturday: 4:00 – 11:00 PM"", ""Sunday: 4:00 – 11:00 PM""]","We recently visited Pushkar, and it was truly one of the best experiences we’ve had! Everything was absolutely perfect from the food to the service to the overall atmosphere. We ordered kebabs and curries, and they were incredibly flavorful and delicious. The staff were all wonderful, especially Meet, who went above and beyond to ensure all our requests were taken care of. Highly recommend! The Indian at this restaurant was absolutely stellar. The spices and flavors were perfect. Highly suggest this and trust your servers and their judgement on different dishes. The food was amazing. I really enjoyed every bite, smell and taste of each dish I had. Food was good, would rate it with 4 stars, however, the service was bellow average, you would expect more care and charm from the staff from a place with white tablecloths like that, especially when they add a 12.5% service charge on your bill.
As an example, the waitress dropped cutlery on the table whilst rushing to clear our plates and splashed my hair and dress with curry, but didn't seem very apologetic, only mumbled something about a wipe which I didn't understand - just wanted to leave at that point.
Overall, not sure if I'd come back. The place looks a bit dated and rundown (some seats were dirty, menu pages had folds and stains), not worth the money. For a dinner for 4 paid £150, so better off finding a local curry house.
✏️Update - had a call from management today about the review, seemed very apologetic, passionate about providing great customer experience and keen to make up for the other evening. Really appreciate the time trying to make things right, no a lot of places would. They assured the menus have already been replaced and feedback has been taken onboard. Food was awesome, portion was more then expected actually it’s enough for two persons, value for money, location is good its on Main Street near Leonardo Royal hotel ⭐️⭐️⭐️⭐️⭐️",1.0,0.0,"[""Indian"", ""Mediterranean""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Waiting Time"", ""Experience"", ""Portion Size"", ""Ventilation/AC""]"
ChIJGVsYgva8cEgRH7jaRwK5zZw,Del Villaggio - Broad St,"175 Broad St, Birmingham B15 1DT, UK",4.6,0.9570599999999999,5,5,0,0,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 10:30 PM"", ""Saturday: 12:00 – 10:30 PM"", ""Sunday: 12:00 – 9:30 PM""]","Absolutely outstanding experience — 10/10 authentic Italian cuisine paired with equally exceptional service. Sandro and George went above and beyond with thoughtful, personal touches that made the visit truly memorable. Can’t wait to return! We had a wonderful work lunch with colleagues and were truly impressed by the amazing food and great ambience. The mocktails crafted by Soroush were exceptional—he’s a top-notch barman! A special thank you to the talented chef for the delicious meal, and to the lovely waitress, Ana, for her attentive service. A big appreciation also goes to Alex for ensuring everything at our table was perfect. Excellent experience all around! The best Italian restaurant ever!!! The seafood linguine is perfectly cooked and choosing the calamari as our starter was best option for us. And you MUST try their homemade tiramisu for sure which tastes like heaven✨ And their great service🤍 Thank you to Soroush and Sandro✨ Excellent service and food. Saroush and George were amazing, making us cocktails for the night.
The staff were very friendly and personable. The food quality was excellent. I will be definitely coming back! My friends and I had an absolutely delightful dinner here last night. The authentic Italian pasta was the star of the show—perfectly cooked and bursting with flavor. But what truly made our experience exceptional was Sandro. His warm hospitality and passion for Italian culture shone through as he expertly guided us through their selection of regional red wines. He also surprised us with complimentary limoncello after the meal. Every detail, from the attentive service to the cozy ambiance, felt thoughtfully curated. looking forward to try pizzas next time. Highly recommend!",1.0,0.0,"[""Italian"", ""Bar/Pub"", ""Mediterranean"", ""Dessert"", ""Seafood""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Portion Size""]"
ChIJGXUtuPa8cEgRoeeqmzm5Cpg,Zizzi - Birmingham Brindley Place,"3 Brindley Pl, Birmingham B1 2JB, UK",4.2,0.75502,5,5,0,0,"[""Monday: 11:30 AM – 10:00 PM"", ""Tuesday: 11:30 AM – 10:00 PM"", ""Wednesday: 11:30 AM – 10:00 PM"", ""Thursday: 11:30 AM – 10:00 PM"", ""Friday: 11:30 AM – 11:00 PM"", ""Saturday: 11:30 AM – 11:00 PM"", ""Sunday: 11:30 AM – 10:00 PM""]","We popped into Zizzi for dinner last Monday evening.
The waiter was welcoming and our food was served on time.
The quality of food and portion size was good.
The chicken was so tender and juicy.
Since it was sunny day, we sat outside to enjoy the canal view. Excellent service, delicious food and great prices. Overall experience was perfect and will visit again soon! We popped into Zizzi as Ribeye wasn’t open until later
We were greeted straight away , I asked him at the door if the food is halal he said the chicken is most likely but will check

He came over to our table and confirmed the chicken was halal but didn’t sound very sure about it, so as we didn’t want to risk it we stuck with fish options and vegetarian options
He then bought over pasta crisps then said “they’re most likely contaminated as it’s been fried in the same meat as other things but enjoy”
.. would you have them after being told that 😂🤦🏻‍♀️ Fab dining yesterday, food first class with the lovely addition of our waitress Angel. Her recommendations from the menu were spot on. 👌 Food was outstanding, service was even better! Sian man was our server and she couldn’t do enough for us! She was really engaging and sweet with our little boy who was 4 and we were celebrating his birthday.
Would 1000% come back again, the ambience etc is lovely as well.
Thanks!",1.0,0.0,"[""Italian"", ""Bar/Pub"", ""Vegetarian/Vegan"", ""Dessert"", ""Seafood""]","[""Service"", ""Food Quality"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Experience"", ""Portion Size"", ""Dietary Options""]"
ChIJGXsvwPa8cEgRvR-v_U1s898,Pitcher & Piano Birmingham,"Brindley Pl, Birmingham B1 2HP, UK",4.6,0.9335000000000001,5,5,0,0,"[""Monday: 11:00 AM – 11:00 PM"", ""Tuesday: 11:00 AM – 11:00 PM"", ""Wednesday: 11:00 AM – 12:00 AM"", ""Thursday: 11:00 AM – 1:00 AM"", ""Friday: 11:00 AM – 2:00 AM"", ""Saturday: 10:00 AM – 2:00 AM"", ""Sunday: 10:00 AM – 10:00 PM""]","Weronica was AMAZING.
No like literally, so helpful with recommendations as it was our first time there, and everything she recommended was top tier, checked on us multiple times and always smiling, will definitely be coming back.

Thank you for shaping our experience and making it turn out so well weronica!! What a beautiful evening,  Friday night with free upgrades on bottomless brunch!

We had a lovely amazing server called Gabriel who brought the vibes and such a lovely atmosphere when taking out orders and serving drinks. Really wid we could have hiven him a complimentary drink but he was so professional! He really made our evening!  Friendly face and amazing personality!

We were also sat to our table by Anges who was very welcoming and accommodating! We will definitely be returning! The food and service was amazing! Just what I needed for a Friday night after a long week! Great bar, loads of character and very popular too
Seating available but get there early as you'll struggle to grab seats if you want them.
Good music, chilled atmosphere.

Bar can be busy, but the service is quick and efficient too. Not a bad place to be down by the canal. Easygoing chillout spot. The service was quick, friendly and attentive. While we only ordered a couple of sides to nibble on, they were well made. Tripe cooked chips and beer battered onion rings were golden and crispy. All of the staff were so welcoming and helpful, and all had a friendly and happy attitude. We sat downstairs outside next to the canal and the area was super clean, and it was nice that the ashtrays were cleaned and didn’t smell like some places. Our drinks came out almost instantly and the food came out shortly after. Everything we ordered tasted amazing and was well presented. I’d recommended you to family and friends before we even left our table! We will 1000% be returning!",1.0,0.0,"[""Cafe"", ""Bar/Pub"", ""Fast Food""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Cleanliness"", ""Drinks"", ""Experience"", ""Sound/Noise""]"
ChIJGYiVzpu9cEgRzuWAhumgNLc,Meriden St & Co,"Meriden St, Birmingham B5 5LR, UK",5.0,0.92172,5,5,0,0,N/A,"I would  definitely recommend this place  it's very welcoming,warm and cosy vibes.The desserts and smoothies we got were very fresh and refreshing and you can just taste the quality of it! Honestly the best smoothie I've had in a very long time.Me and my friend went with our toddlers the staff were super super kind, friendly and patient and made me us feel at ease, their customer services was Honestly top tier.we will definitely be coming back !! Ooh and the aesthetic was just  propa vibes. Stopped by this new bistro and loved it!! The Cajun Panini was packed with flavour, and the latte was soo smooth and creamy one of the best I've had. It had such a refined and classy vibe. Highly recommend!! The atmosphere is cozy and inviting, perfect for a casual hangout or even some quiet work time. Smoothies are refreshing and stood out with unique flavours, I would recommend this place! Would highly recommend for family and friends,the Service was excellent good vibes the coffee and desserts was amazing. Amazing spot in the heart of Digbeth for a wind down, listening to some background Jazz enjoying a Spanish latte and amazing in house food.",1.0,0.0,"[""Cafe"", ""Dessert""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Drinks"", ""Experience""]"
ChIJGbeOjoi8cEgR1k7FRwPEt9o,St. Martin’s Church,"Edgbaston St, Birmingham B5 5BB, UK",4.6,0.95984,5,5,0,0,"[""Monday: Closed"", ""Tuesday: 12:00 – 5:00 PM"", ""Wednesday: 2:00 – 5:00 PM"", ""Thursday: 12:00 – 5:00 PM"", ""Friday: 12:00 – 5:00 PM"", ""Saturday: 12:00 – 4:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]","A peaceful historic gem in the heart of the city, St. Martin’s beautifully contrasts the modern Bullring around it. The Gothic architecture, stunning stained glass, and welcoming atmosphere make it well worth a quick visit or quiet moment of reflection. Perfect mix of heritage and serenity in busy Birmingham. St Martin in the Bull Ring is a beautiful and historic church located in the heart of Birmingham.

Built in the 19th century with stunning Neo-Gothic architecture, it features a striking 200-foot spire and intricate stained glass windows. Inside, visitors can admire the impressive timber roof and Victorian floor tiles.

The church is not only a peaceful retreat amid the busy city but also an active community hub, hosting regular services and events.

It’s a wonderful spot for both history lovers and those seeking a quiet moment in the city. A really nice piece of architecture in the heart of the city. This is a lively area and it is well worth having a look around. This is a beautiful site to explore. St. Martin in the Bull Ring is a beautiful and historic church in Birmingham,a peaceful escape from the busy city center. The atmosphere inside is warm and welcoming, with stunning stained glass windows and a sense of serenity that makes it a great place for reflection or prayer. The staff and clergy are friendly, and the church often hosts community events, music performances, and charity initiatives. Whether you’re visiting for a service, some quiet time the architecture, it’s a place that leaves you feeling uplifted and at peace. St Martin in the Bullring is a magnificent church with an incredible history.
The architecture and artwork is exquisite and simply breath-taking.

The Church does so much for charity and helping others, both locally and globally, such as Operation Christmas Child and Birmingham City Mission.

People from all backgrounds come to St Martins in the Bullring for silent prayer, and to spend time in the church.

The people are always very welcoming and warm, and kindly greet everyone who comes through the doors.

St Martin in the Bullring is a real gem at the heart of Birmingham City Centre.
It's so beautiful and so worth visiting.",1.0,0.0,"[""General Cuisine""]","[""Service"", ""Atmosphere"", ""Sound/Noise""]"
ChIJGcctnS-9cEgRDeIjER5dMNc,JASHARI GYROS,"856 Bristol Rd, Birmingham B29 6HW, UK",4.9,0.9268599999999999,5,5,0,0,"[""Monday: 7:00 AM – 10:30 PM"", ""Tuesday: 7:00 AM – 10:30 PM"", ""Wednesday: 7:00 AM – 10:30 PM"", ""Thursday: 7:00 AM – 10:30 PM"", ""Friday: 7:00 AM – 10:30 PM"", ""Saturday: 7:00 AM – 10:30 PM"", ""Sunday: 7:00 AM – 10:30 PM""]","Newly opened.  I popped in to get a menu on Friday and so welcoming and helpful I returned for Sunday lunch here today.  I guess it must be word of mouth as the restaurant does not appear yet on google maps but at 14:00 it was full and buzzing.
I had #7 Mixed sausage & Bifteki Meal - which I very much enjoyed (pictured, there was pitta as well).  Coffee is good too.  Overall just shy of 5* but I expect things to improve once everything is fully bedded in and running smoothly.  I'll be back. Great food and nice customer service.
Portion of the food was good and all the food very fresh cooked and delicious. The best Greek restaurant I been to . Restaurant is not just about the food and drink is also about great service and chillfull atmosphere .
In this place you will found all in one ! Great food , excellent service and delicious food and drinks .
I love to back there with my family and friends. My 5 starts! Absolutely loved it We was there for a diner and we love it! The lady there was lovely, food delicious, we definitely coming back! Tasty Greek food, feels very similar to what you'd actually get on a Greek resort island! Portion size is great (bigger than you'd expect) and the staff are friendly. 👌",1.0,0.0,"[""Cafe"", ""Bar/Pub"", ""Mediterranean""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Drinks"", ""Experience"", ""Portion Size""]"
ChIJGdnwS4y8cEgRKLqgxvVfEtM,Bushwackers,"103 Edmund St, Birmingham B3 2HZ, UK",3.7,0.21206,5,3,2,0,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: Closed"", ""Friday: Closed"", ""Saturday: Closed"", ""Sunday: 1:00 – 6:00 AM""]","The place to go if you want a late night drink in Birmingham! Door staff very professional in getting everyone in safely. No queues at the bar and decent drink prices for city centre club. I had a shocking and disappointing experience at this club. The security manager, who openly stated he was Turkish, told me, “I won’t let you in because I don’t like your nationality.” He identified my nationality from my ID card and used it as the sole reason to deny me entry. This is a blatant act of racism, which is both unacceptable and illegal in this country.
I want to make it clear that I will not let this matter go. I recorded the incident on video and will be pursuing legal action with my lawyer. Discrimination of this kind should never go unaddressed, and I strongly advise others to avoid supporting this place until they take responsibility and make changes. Best place to finish a night out! Music is great, staff are friendly and drinks very reasonable Can't understand the bad reviews tbh. Had many a good night out here Ive made many attempts to go to this place but have  been turned down on many occasions.  Staff seem to let females attend without any issues and always when it comes to other ethnicity always get turned away. I guess it comes to say I've given up on Evan trying to attempt this place. Security always are cocky and with very bad attitude.  Things like this people won't want to attempt to evan attend this establishment weather they are sober or drunk. And I'd like many other know that if youre a none Caucasian ethnicity leave it don't evan bother save your money and try anywere else then getting treated unfairly",0.6,0.4,"[""Bar/Pub""]","[""Service"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Booking/Entry"", ""Sound/Noise""]"
ChIJGwKO3vK8cEgRsPC0Jx_iwJg,Mitchells & Butlers,"27 Fleet St, Birmingham B3 1JP, UK",3.7,0.012500000000000022,5,3,2,0,"[""Monday: 9:00 AM – 5:00 PM"", ""Tuesday: 9:00 AM – 5:00 PM"", ""Wednesday: 9:00 AM – 5:00 PM"", ""Thursday: 9:00 AM – 5:00 PM"", ""Friday: 9:00 AM – 5:00 PM"", ""Saturday: Closed"", ""Sunday: Closed""]","This is nothing to do with a place but the company it's self. We had a £50 gift card gifted to us from a family member. We had the receipt everything but the money was not on the card when we tried to pay. Since December we have been trying to get it sorted via the company, they said it was a supplier fault, the supplier said it's the company at fault. We have heard back again today after  months of waiting that the company are not going to do anything. So they have been given £50 for nothing and we are left with a gift card of no use.
Do not use this company for it's gift cards, they wash their hands of you when they have had they money. To top it all off it's taken them 4 months to come back with this answer.
Give money instead a gift card from here it's safer and you know you will be able to use it Just a heads up some people are going to your restaurant using reservations under names that aren’t their’s. I live in the United States and apparently have a reservation for February 23rd at 14:15. Tried to find other ways to reach out but this was the only way I could find to reach you. Ordered a pint, the crown of my precious and irreplaceable oak tree to be trimmed, and instead had the tree cut down. Pint was middling. Can’t recommend. Hemlock Stone, Nottingham seriously let down by Mitchells & Butlers .No beer for a week, no milk for Tea or Coffee as an alternative. Regular closing as early as 8.30pm. How can customers rely on this prime location Pub, Are owners trying to deliberately close or in Financial difficulty and cannot afford to buy in the Beers & Milk. Serious lack of high management Visted toby carvery streetly sutton coldfield absolutely shocking had to go to the bar and order own drinks no table service at all didn't even come round to clear thr plates or offer deserts shocking. Made a complaint then get an email stating i was being verbally abusive and agressive and told not to return again but videos dont lie so a trip to your head office is now due the manager stacey is an absolute liar fact.",0.6,0.4,"[""Cafe"", ""Bar/Pub""]","[""Service"", ""Food Quality"", ""Cleanliness"", ""Location"", ""Waiting Time"", ""Drinks"", ""Communication/Responsiveness""]"
ChIJGzE1SVa8cEgRLGWRNEJxGXY,Starbucks Coffee,"30 Hagley Rd, Birmingham B16 8PE, UK",4.6,0.54898,5,4,1,0,"[""Monday: 6:30 AM – 7:00 PM"", ""Tuesday: 6:30 AM – 7:00 PM"", ""Wednesday: 6:30 AM – 7:00 PM"", ""Thursday: 6:30 AM – 7:00 PM"", ""Friday: 6:30 AM – 7:00 PM"", ""Saturday: 7:00 AM – 7:00 PM"", ""Sunday: 7:00 AM – 7:00 PM""]","Like most Starbucks it’s clean tidy and well laid out. 5 stars to the staff for letting me borrow a charger for my phone (8%) it’s my own fault. Half expected the staff to be grumpy as I arrived 1 hour before closing, but they were helpful and accommodating. Food is good but not exciting so normal chain manufactured edibles. i’m a regular at this starbucks so i know the staff pretty well. recently a new mixed race girl has been hired and my god is her attitude rude! i’ve been served by her several times now with zero improvement, it’s honestly disgraceful. there has always been a fault with my drink every time she’s made it too. all the other staff are so sweet and accommodating but somehow i always keep running into her. it’s just my luck I often visit here because it’s conveniently close to my workplace, and it has become my go-to spot for a daily coffee fix. The atmosphere is cozy and welcoming, making it a great place to relax during a busy day.
The staff is friendly and efficient, often remembering my regular order, which adds a nice personal touch. Ordered flat white and a tuna panini. I was on a business call and waited to collect my flat white coffee which was made fairly quickly. I waited a little longer for my panini but it wasn’t ready. I got busy with my business call and went to sit down with my coffee. Apparently the two ladies working there called me twice to tell me it is ready. The restaurant is fairly large and the music is loud! I was at the other end of the restaurant and didn’t hear them. I carried on with my business call and they just left the panini there to get cold and stale and stuck to the tissue paper. When I finally finished my call, 18 minutes later enquired about my panini the lady called Ladi I think; English white lady informed me that this is not a waiter service and the food has been waiting for me at the table. A mixed race girl then got involved and told me they can’t do anything about it as I should have collected the food! The restaurant was near empty! They could have had the courtesy to give me a nudge to pick up my food rather than just let it stand there for 18 minutes and get cold! Then Ledi the white lady told me to go to Costa if I wanted table service.
Poor customer service skills, rude and impolite people! Don’t bother going. There is a Costa on the other side of Morrison so listen to this Starbucks’ employee’s advice and everyone please go to Costa instead! I just wanted to give a big shoutout to Tory who served me today at the Starbucks in Five Ways. Her service was absolutely amazing, she went above and beyond to make sure I left happy, especially since my last visit didn’t go so well. She was kind, attentive and genuinely cared about making my experience better. Thanks to her, I’ve fallen back in love with Starbucks! She really made my day. Thank you, Tory!",0.8,0.2,"[""Cafe"", ""Bar/Pub"", ""Dessert"", ""Vietnamese""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Portion Size"", ""Sound/Noise""]"
