restaurant_name,rating,total_ratings,address,latitude,longitude,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language
Hotel ibis Styles Birmingham Centre,4.1,1547,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Dom S,4,"A well located and good value hotel which is ideal for the city centre, Jewellery Quarter and main railway stations. The hotel is in a quiet location away from the main roads and nightlife. Rooms are a good size, with very good mattresses and pillows. The air conditioning is not the quietest and doesn't go quite as cool as I would like. Bathrooms generally comprise a shower with no bath, which is how I prefer it. Service was excellent throughout, and breakfast is very good value for money. There is a limited bar however no food service at lunch and dinner. One of the lifts was out of order throughout, which caused minor delays at peak times. Overall, good value for money and I would stay again.",2025-07-06 13:50:30,en
Hotel ibis Styles Birmingham Centre,4.1,1547,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,L Cooper,3,"Great location and the rooms are clean and well laid out. The breakfast is good and bar well stocked. However in the rooms the windows are sealed and the air conditioning unit was very loud and not very good. We also paid for late check out, however were woken to a staff member knocking on our door at regular check out time, telling us to check out (this was resolved quickly but we had been woken up, hoping for a little more sleep). Good value and polite staff but a few things could be better.",2025-07-08 14:35:16,en
Hotel ibis Styles Birmingham Centre,4.1,1547,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Julie Pickthall,5,"Stayed in Sunday night as we were seeing ELO at the Utilitia Arena. We found the hotel and car park quite easily. Parking is £15 for 24 hours which was good. Check in was very smooth and the young girl who checked us in was very polite and informative. Our room was very clean and it had all the amenities that you would need. Had a good night's sleep in the comfy bed. I set my alarm for 8.15 for breakfast. When it went off I had a moment, and thought I was late for work, ha ha. Went down for breakfast, we hadn't pre booked it but that was fine. £18 for a buffet breakfast for 2. My only criticism is that it could be a bit better spaced out. The ladies in the kitchen were replenishing things all the time. I did miss my fried egg though, as I only eat the yolk. Late check out was good. Had a walk round the  Bullring then came back for the car. All in all a fab stay, would highly recommend. Thank you",2025-07-08 20:03:00,en
Hotel ibis Styles Birmingham Centre,4.1,1547,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Rebecca Louise,5,"This is the perfect location, high standard rooms, incredible breakfast and lovely staff.
Easy to find and in prime location to visit Birmingham.
I had a large room with a king-size bed, large bathroom that was wheelchair accessible. Rails and low sink for a wheelchair user.
Towels, shampoo and conditioner provided.
Tea and coffee in room.
Smart TVs that can connect to phones.",2025-07-06 21:14:19,en
Hotel ibis Styles Birmingham Centre,4.1,1547,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Toni Mitchell,5,"Stayed here last Friday night with my partner and it was fab! Had an issue when checking in, stupid me had double booked my room on 2 different websites. I got a little worked up but Rose at reception ( I think she was a manager) kindly sorted the whole thing out for me. The rooms were clean and spacious, bed was so comfortable, best night's sleep i have had at a hotel! Breakfast was nice and they had a really good selection. Having a car park at a city centre hotel was convenient and not over priced. The location was 10/10 and I will definitely be staying again when visiting Birmingham. Special thanks to Rose for sorting my mess out!",2025-06-28 10:23:15,en
Holiday Inn Birmingham City Centre by IHG,4,2685,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Bethany Slawson,5,"No complaints. Our room was available ahead of the usual check in time which was great as we were slightly early. Our room was opposite the lift, which was an initial concern, but we couldn't hear any comings and goings. Very clean and decent size. Breakfast was ace and when our key card stopped working for some reason, they were quick to rectify. Would easily stay here again",2025-07-18 06:28:21,en
Holiday Inn Birmingham City Centre by IHG,4,2685,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Lesley Knight,5,Excellent service! They didn't have any accessible rooms listed on their website but they upgraded us to an accessible room when our room's TV wouldn't work! Wheelchair accessibility was pretty good. Loved the inclusion of a pull cord by the bed in the accessible room! The cleaners added a lovely personal touch!,2025-07-12 13:14:00,en
Holiday Inn Birmingham City Centre by IHG,4,2685,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Marwan Hindi,5,"Wonderful hotel with good value for money. The real stars of the show are the amazing staff. The most shining star by far Shesh who goes above and beyond to ensure guests are well cared for. Thanks for your hospitality, cleanliness, wonderful breakfast and overall positive attitude.

Location wise, the hotel is few min walk from all main attractions and train station. A great catch for anyone looking to explore the city.",2025-07-18 17:16:22,en
Holiday Inn Birmingham City Centre by IHG,4,2685,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Jonathan Davies,4,"Great location.
Large room with a super king bed. Great shower.
The only downsides were the pillows weren't the most comfortable but were ok.
Perfect location (opposite New St station) and close to many bars and restaurants etc. However, just outside of the hotel was really run down and derelict.

The air con didn't work (wouldn't even turn on). When I informed reception, they said they'd try and fix it during the day, and that if they couldn't, then they'd move me to a different room. They didn't fix it and told me I couldn't move rooms as most of the rooms didn't have air conditioning working either. Poor for a large chain hotel (especially due to the fact it was the hottest days of the year so far). So uncomfortable to sleep.",2025-07-03 12:52:51,en
Holiday Inn Birmingham City Centre by IHG,4,2685,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Dale Foster,4,Nice hotel which is in a really good location with lots of bars and restaurants nearby. The room was a little small but very clean and modern. There’s not much room to hang your clothes either. Breakfast was the usual buffet style and was really nice.,2025-05-23 18:16:54,en
Clayton Hotel Birmingham,4.3,2964,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,David Hartley,5,"Visiting the hotel was a truly delightful experience, and I would like to share my thoughts. From the moment I arrived, the welcoming atmosphere was immediately apparent. The staff members were exceptionally kind and went above and beyond to ensure a comfortable stay. The room was well-appointed, offering a perfect blend of style and functionality. The bed was incredibly comfortable, contributing to a restful night's sleep. The hotel's amenities, such as the fitness center and restaurant, added to the overall enjoyment. The quality of the food and the service in the restaurant were both impressive and memorable. Overall, my experience was outstanding, and I highly recommend this hotel to anyone.",2025-06-25 16:39:33,en
Clayton Hotel Birmingham,4.3,2964,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,ibrahim Oosmi,4,"Really enjoyed my stay at the Clayton Hotel Birmingham. The location is ideal — just a short walk from Birmingham New Street Station, Bullring shopping centre, and lots of restaurants and bars. Perfect base for exploring the city.

The room was clean, spacious, and modern with a comfy bed, good lighting, and a large bathroom. Wi-Fi was fast and reliable, and I appreciated the quiet despite being in the city centre.

Staff were friendly and welcoming throughout — check-in was quick and hassle-free. The breakfast buffet was generous with plenty of hot and cold options, and everything tasted fresh. Bar/lounge area was also great for a quiet drink in the evening.

No complaints — everything ran smoothly. Would happily stay again whether for business or a weekend trip. A very dependable and polished hotel experience.",2025-08-06 22:33:39,en
Clayton Hotel Birmingham,4.3,2964,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Sheila B.,3,"I recently stayed at this hotel and, unfortunately, had a less-than-ideal experience.

The room was uncomfortably hot, and the staff explained it was due to a climate-control system that adjusted to the outside weather. They did provide a portable fan, but it didn't fully resolve the issue. Additionally, the room lacked a fridge, which was inconvenient. On a positive note, the room itself was a good size and nicely decorated.

However, the staff's demeanor could have been more welcoming, which slightly dampened the overall experience.",2025-07-30 15:02:49,en
Clayton Hotel Birmingham,4.3,2964,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Richard Holborow,4,"Great hotel located in the centre of Birmingham. I’ve stayed at the Clayton hotels across the UK. This has to be one of the best. It’s location is perfect if you are working or looking to spend some social time in Birmingham city Centre.

The rooms are relatively spacious with good bathroom and shower facilities. I was a little concerned that the work that is ongoing next to the hotel for HS2 would disrupt my stay, but actually the rooms are well soundproof.

Whilst the dinner options are basic and limited, they are good quality. The breakfast offered a good range of hot and cold, although my only criticism is that they were very slow to top of the hot options once they became empty. This was noticed on two consecutive days to the buffet. Hence my 4. Stars.

The reception staff were exceptionally helpful on arrival and departure.",2025-06-09 06:47:02,en
Clayton Hotel Birmingham,4.3,2964,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Chris Little,5,"Ten minutes walk from train station, no parking nearby, but lots of local amenities, great restaurant, lovely bar area.  Staff very welcoming, apologetic for the roadworks taking place outside, not their fault but seemed genuine. Quick booking in process and fantastic room.  Clean, warm and quiet.",2025-07-25 07:16:20,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1556,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Richard Shroyer,5,"Our stay at this hotel was excellent.  The location is perfect for train travellers.  It is right off of New Street, with lots of restaurants, cafes and shops. Easy walking distance to Gas Station Basin, Jewelry Quarter, Bullring, etc. Crowded, high-energy area, but safe and quiet inside the hotel. Our room was larger than expected and very clean and comfortable.  Front desk staff were very helpful overall, though some seemed happier about it than others.  Continental breakfast was good and presented in a very pleasant area.  I would definitely stay here again.",2025-05-28 02:21:49,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1556,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Amy Dorn,5,"We had a wonderful stay at the Premier Inn at Birmingham New Street hotel. The location was very convenient to the train station, the service was efficient and friendly, and our dinner and breakfast were very well prepared. Our dinner at the Thyme restaurant was especially noteworthy. Alfie went out of his way to provide outstanding service and the food we terrific and a great deal.",2025-08-08 08:43:14,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1556,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Alex Ford,5,Very rarely write reviews of hotels but I have been genuinely very pleased with this one. The rooms were decent sized and clean (double plus 2 singles for kids). Room had aircon and was amazingly quiet for the centre of Birmingham. En suite was well fitted and had a good shower. Staff were polite and helpful. Overall would definitely stay here again.,2025-07-27 09:10:43,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1556,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Parminder Doal,4,"Rooms were very well ready for my use, everything was put in place just the way I would want it on arrival, clean and tidy. The Premier Plus rooms had everything I needed: kettle, mini-fridge, water bottles, showering equipment etc.
Very convenient location: shops, public transport links, and other conveniences within walking distance and was seemingly safe in terms of security.
Great value for money.
Although staff were very friendly, helpful and assisting when they were there, there were many occasions when there was absolutely nobody at the front desk, so waiting for someone to be able to assist you at all was often a matter of waiting 10 minutes (approx), so I would suggest having 2 people at the front desk for each shift always, so even if 1 is gone away, the other will still be there. I would also suggest having in-room telephones.
The only other slightly disappointing factor was if we are staying more than 1 night, housekeeping is not done in the room unless requested before 12pm, which I didn’t realise until after that, and I wished the cups and mugs were changed and stock on water bottles and chocolate were replenished.
Overall, I do recommend this hotel since it meets 80-90% of average expectations, just those few little factors need working on: staff presence, telephone and housekeeping.",2025-07-11 18:31:32,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1556,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Sam Wilson,5,"Amazing stay! In a busy city it's hard to find a quiet hotel, but this really was. The team were lovey, especially Emma! Couldn't do enough for me including storing and looking after bags and setting me up with a place to work. Highly recommend",2025-07-03 12:41:10,en
Britannia Hotel Birmingham,2.5,2152,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Niceonestopgirl,1,"Stayed 2 nights with my sister. There were dark curly hairs all over my bed and the walls were so thin I hear the racist guy next door, he was saying such vile things I felt sick. The path to the hotel is full of homeless people that harass you. The entry smelt like urine. They said they had air conditioning yet the hotel was so hot I had to use my little fan I brought. Absolutely would not recommend at all. Felt very unsafe there.",2025-08-13 04:45:08,en
Britannia Hotel Birmingham,2.5,2152,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Michael Howard,4,"Great location for the station.  Lots of places to eat, worth a little exploration to avoid the chain eateries.  Very warm inside, but the fan in the room kept things comfortable. Quite a bit of noise outside, but only to be expected in the centre of a major city.",2025-07-25 16:01:42,en
Britannia Hotel Birmingham,2.5,2152,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",MostlyLoveOfMusic,1,"Prison-esque with sounds coming from rooms in all directions, and CCTV literally everywhere! Hotels with CCTV in every corridor and stairway immediately receive a 1-star rating from me because it is entirely appauling. Guests need the freedom to explore hotels without the stress of being watched by security - this is fundamental. Minor positive is that the 1st floor lounge can be a decent place for members of the public to relax/work.",2025-08-11 11:37:30,en
Britannia Hotel Birmingham,2.5,2152,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Sam Smewing,1,"Need somewhere close to New Street station which this was. So location was good, trying to find the entrance was a bit worrying, as it's down a side alley and when you are a female with child in tow looking for somewhere safe, this is not the place.

It was dingy, the lift and stairs smelt to high heaven of lots of unpleasant smells...there was a very uncomfortable smell of what I believe was marijuana through out the hotel.

The path to the room (be stairs or lift), was extremely hot.

We luckily came back to the hotel early around 7pm, but there were people hanging around the entrance that appeared drugged up.

The noise from the street drummers was so loud into the room, that it was either close the window and boil or listen to the noise...whilst the drumming was acceptable the foul language of the other people on the street that continued through out the night and again early morning  around 4am (with window shut) was enough to disturb sleep. The noise was so bad outside, that we also heard the local law enforcement trying to break it up.

Then around 7am you could hear the next door room watching a law drama, it was loud enough that I could follow the whole show from the otherside of our room.

The room was small but also of a degraded quality, if I had realised the travel lodge was so close, I would have booked in there instead.",2025-08-10 10:56:01,en
Britannia Hotel Birmingham,2.5,2152,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",SamT,2,"The entrance to the hotel looked like a crack den, the rooms have no AC, rubbish was left everywhere in the room when I checked in, fake tan smeared across the bathroom (including the half used micro soap bottles) and to top it all off the bed was so uncomfortable I found it very difficult to sleep above the noise from the street below; there are no bones to throw for this hotel.

At £100+ for a single room, do yourself a favour and stay in the Travelodge around the corner instead.",2025-07-10 19:57:22,en
San Carlo - Birmingham,4.1,1667,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Jonners UK,5,"Have dined many times at San Carlo over the years living in Birmingham. Food is always good. Wine list caters to all budgets. And they have great seafood dishes.

There are two levels to the restaurant and we were sat at a table tucked away which was great. Lots of mirrors with a ceiling full of artificial roses. It’s over the top but suits the venue and adds to the experience.

Great wine. Lots of Italian choices. We had a couple bottles of the primitivo after a round of negronis (pleased an Italian place can make these well too)

My starter was overdone under the grill. I’ve had the baked aubergine parmagiano many times and this unfortunately wasn’t their best. Monkfish tagliatelle and the shared dessert more than made up for it.

The dessert was three mini portions per person and a limoncello shot for £9 each. Great value.

Will look forward to my next visit.",2025-04-27 15:13:05,en
San Carlo - Birmingham,4.1,1667,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Funki Foods,3,"We arrived and had to wait a little while for our table, along with quite a few others, so the entrance area felt a bit crowded.

The espresso martini had a great coffee flavour but lacked the usual punch you’d expect from a classic martini.

The oysters were fabulous—nice and big, just how we like them!

The pizza, unfortunately, was a bit underwhelming. It was light on toppings, which made it lack flavor. We also tried the seafood grill main, which really could’ve used some salt, garlic, and chili to bring it to life.

That said, the restaurant itself is beautiful—great atmosphere and setting.",2025-05-24 19:40:21,en
San Carlo - Birmingham,4.1,1667,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Goldie 86,5,"Great food apart from the tomato bruschetta - no flavour and seemed if was rushed it lacked taste but everything else was delish.

The waitress was quite passive aggressive and rude. I wish I didn’t pay the service charge. She was very intimidating. No people skills. Other staff were great.",2025-05-05 14:53:33,en
San Carlo - Birmingham,4.1,1667,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Jason Fung,5,"Not a particular fan of UK Italian restaurant as my overall experience of them are not very positive. Did book a table on Sunday night as San Carlo is one of the Birmingham signature restaurants. Didn’t expect much but I do think they did a great job. Food was delicious overall and in generous portions which is a bonus. Calamari was good, freshly fried and still crispy with some squid flavour instead of a rubber in most Italian restaurants. My frutti de mare was good, loads of seafood, probably the pasta is overcooked a bit to my taste. But I like the subtle spicy that bring the dish better. Reasonable service, can see some wear and tear from the decor. Price is reasonable considering the portion is big. Not a exceptional food but definitely a nice one.",2025-05-13 19:18:30,en
