restaurant_name,rating,total_ratings,address,latitude,longitude,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language
Hotel ibis Styles Birmingham Centre,4.1,1538,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,L Cooper,3,"Great location and the rooms are clean and well laid out. The breakfast is good and bar well stocked. However in the rooms the windows are sealed and the air conditioning unit was very loud and not very good. We also paid for late check out, however were woken to a staff member knocking on our door at regular check out time, telling us to check out (this was resolved quickly but we had been woken up, hoping for a little more sleep). Good value and polite staff but a few things could be better.",2025-07-08 14:35:16,en
Hotel ibis Styles Birmingham Centre,4.1,1538,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Dom S,4,"A well located and good value hotel which is ideal for the city centre, Jewellery Quarter and main railway stations. The hotel is in a quiet location away from the main roads and nightlife. Rooms are a good size, with very good mattresses and pillows. The air conditioning is not the quietest and doesn't go quite as cool as I would like. Bathrooms generally comprise a shower with no bath, which is how I prefer it. Service was excellent throughout, and breakfast is very good value for money. There is a limited bar however no food service at lunch and dinner. One of the lifts was out of order throughout, which caused minor delays at peak times. Overall, good value for money and I would stay again.",2025-07-06 13:50:30,en
Hotel ibis Styles Birmingham Centre,4.1,1538,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,John Goddard,4,"Would have been a higher rating if not for the following. Difficulty locating car park entrance and couldn't find any instructions on the hotel web site other than there is one. On parking it was dissapointing to find lift not available which meant climbing several flights of stairs to reception. Otherwise our stay was perfect with a good size bed, clean room and good breakfast.",2025-07-11 08:16:01,en
Hotel ibis Styles Birmingham Centre,4.1,1538,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Saad Remix,4,"I’ll keep this one short! Location and the hot chocolate lol. The staff were nice too!

Rooms were basic and mostly clean however, I did notice some light stains which looked like makeup and some hairs under the duvet, hence the 4 stars. Also, the bed wasn’t a double, it was two singles beds merged but I slept fine.

Just wished they had extra towels in the rooms. Once I had unpacked, I noticed an issue with our AC, spoke to reception, someone came to have a look and it was broken, and we got moved immediately - service staff were super helpful, I didn’t get their names but bless them, they apologised a few times. So thank you!

Location was great and a 15min walk into town/ Bull Ring. Plenty of shops for everyone. Breakfast is pretty average but the orange juice and pastries were nice! They did have boiled eggs, beans, cereal and etc. Lovely jubbly :)

Plenty of seating near the bar area if you have any work to do in the evening, same spot in the AM is where breaky is served.

Some shops in town >

Sneakerhead: Size, JD, Footlocker and Nike
Anime/ Manga: Bandai Namco store (new)
Korean/ Asian food and snacks: OSEYO

Other: Selfridges, Hotel Chocolat, Kate Spade, HMV,

Selfridges, just the heads up - in the summer is really hot, seems like there is hardly any type of ventilation.

Sorry, didn’t take any snaps! Perhaps on the next visit, I will update this post.",2025-06-11 10:03:17,en
Hotel ibis Styles Birmingham Centre,4.1,1538,"65 Lionel St, Birmingham B3 1JE, UK",52.481824,-1.906615,ChIJwzRBKPO8cEgRuILWfeSZZAg,N/A,Rebecca Louise,5,"This is the perfect location, high standard rooms, incredible breakfast and lovely staff.
Easy to find and in prime location to visit Birmingham.
I had a large room with a king-size bed, large bathroom that was wheelchair accessible. Rails and low sink for a wheelchair user.
Towels, shampoo and conditioner provided.
Tea and coffee in room.
Smart TVs that can connect to phones.",2025-07-06 21:14:19,en
Holiday Inn Birmingham City Centre by IHG,4,2674,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Lesley Knight,5,Excellent service! They didn't have any accessible rooms listed on their website but they upgraded us to an accessible room when our room's TV wouldn't work! Wheelchair accessibility was pretty good. Loved the inclusion of a pull cord by the bed in the accessible room! The cleaners added a lovely personal touch!,2025-07-12 13:14:00,en
Holiday Inn Birmingham City Centre by IHG,4,2674,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Marwan Hindi,5,"Wonderful hotel with good value for money. The real stars of the show are the amazing staff. The most shining star by far Shesh who goes above and beyond to ensure guests are well cared for. Thanks for your hospitality, cleanliness, wonderful breakfast and overall positive attitude.

Location wise, the hotel is few min walk from all main attractions and train station. A great catch for anyone looking to explore the city.",2025-07-18 17:16:22,en
Holiday Inn Birmingham City Centre by IHG,4,2674,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Ye Htut,5,I got to the hotel early in the morning and the staff were kind enough to let me check in early even though I did not make a request. The room is also spacious and clean. Well worth the money!,2025-07-20 22:36:01,en
Holiday Inn Birmingham City Centre by IHG,4,2674,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Parveen Usman,1,"Very disappointing experience – avoid during hot weather

I specifically booked this hotel because it advertised having air conditioning, and with the recent heat, I wanted a comfortable stay. Unfortunately, the air conditioner in my room didn’t work at all. What made things worse is that the hotel did not inform me about this at check-in.

When I raised the issue, the receptionist told me they were fully booked and couldn’t move me to another room. She offered me breakfast or a drink instead – which I declined – but this felt like a poor attempt to make up for such a serious comfort issue, especially in peak summer heat.

What’s most frustrating is that I later checked Google reviews and saw someone else had the exact same issue a week before my stay. Clearly, this is an ongoing problem, and they continue to check guests into rooms knowing the air conditioning doesn’t work. This is highly unprofessional and misleading. If the AC is broken, these rooms should not be in use.

I expected more from a large hotel chain. Sadly, I wouldn’t recommend this place – at least not until they fix their air conditioning and improve how they handle guest concerns.",2025-07-13 11:23:59,en
Holiday Inn Birmingham City Centre by IHG,4,2674,"Smallbrook Queensway, Birmingham B5 4EW, UK",52.47565609999999,-1.8994144,ChIJ2Y0vzYu8cEgRC-Vc1u6h0OA,N/A,Jonathan Davies,4,"Great location.
Large room with a super king bed. Great shower.
The only downsides were the pillows weren't the most comfortable but were ok.
Perfect location (opposite New St station) and close to many bars and restaurants etc. However, just outside of the hotel was really run down and derelict.

The air con didn't work (wouldn't even turn on). When I informed reception, they said they'd try and fix it during the day, and that if they couldn't, then they'd move me to a different room. They didn't fix it and told me I couldn't move rooms as most of the rooms didn't have air conditioning working either. Poor for a large chain hotel (especially due to the fact it was the hottest days of the year so far). So uncomfortable to sleep.",2025-07-03 12:52:51,en
Clayton Hotel Birmingham,4.3,2944,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,David Hartley,5,"Visiting the hotel was a truly delightful experience, and I would like to share my thoughts. From the moment I arrived, the welcoming atmosphere was immediately apparent. The staff members were exceptionally kind and went above and beyond to ensure a comfortable stay. The room was well-appointed, offering a perfect blend of style and functionality. The bed was incredibly comfortable, contributing to a restful night's sleep. The hotel's amenities, such as the fitness center and restaurant, added to the overall enjoyment. The quality of the food and the service in the restaurant were both impressive and memorable. Overall, my experience was outstanding, and I highly recommend this hotel to anyone.",2025-06-25 16:39:33,en
Clayton Hotel Birmingham,4.3,2944,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Ryder Kennedy,5,"Honestly, one of the best hotels I could've stayed at for my first time in Birmingham. Everyone was so kind to me for my birthday weekend, and I got solid recommendations for exploring the town. The only downside I would say is that the air conditioning in my room wasn't working for the first two days, but it's okay because I had my portable fan with me. The construction in front of the building wasn't too bad; it wasn't noisy and it was easy to get around to the entrance. I would definitely stay again! Location is also such a plus with this hotel.",2025-07-08 23:52:52,en
Clayton Hotel Birmingham,4.3,2944,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Özlem Taç,1,"We made a reservation to stay at this hotel on June 21–22, 2025. When we got to our room, we realized that the air conditioner was not working. First, they said they would fix it, then they said they would change our room, and during the last call, they told us they couldn't do anything and that we should make do with the small portable air conditioner in the room. In an environment where the temperature is 30 degrees Celsius, this is the level of service quality we received from the hotel. I absolutely do not recommend it. They were not helpful in any way, and the service quality is very poor",2025-06-21 23:36:40,en
Clayton Hotel Birmingham,4.3,2944,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Agnes So,1,"It was one of the most uncomfortable stays ever in a hotel. We had booked two rooms, the air conditioning and air circulation system in BOTH rooms were NOT working. It got so hot  inside that the temperature in the rooms reached 29C, so you can imagine how badly we all slept that night.

I emailed the hotel and the corporate group about the issue but have not received a response from anyone.

I would recommend anyone heading to Birmingham to stay far, far away from this hotel and pay a little more or pay a little less and go with another option. It was not a cheap room by any means and they didn’t even have the courtesy to respond to my email.",2025-07-07 15:29:57,en
Clayton Hotel Birmingham,4.3,2944,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",52.4810539,-1.8905062,ChIJF5clh4O8cEgR-EskG0QqegY,N/A,Richard Holborow,4,"Great hotel located in the centre of Birmingham. I’ve stayed at the Clayton hotels across the UK. This has to be one of the best. It’s location is perfect if you are working or looking to spend some social time in Birmingham city Centre.

The rooms are relatively spacious with good bathroom and shower facilities. I was a little concerned that the work that is ongoing next to the hotel for HS2 would disrupt my stay, but actually the rooms are well soundproof.

Whilst the dinner options are basic and limited, they are good quality. The breakfast offered a good range of hot and cold, although my only criticism is that they were very slow to top of the hot options once they became empty. This was noticed on two consecutive days to the buffet. Hence my 4. Stars.

The reception staff were exceptionally helpful on arrival and departure.",2025-06-09 06:47:02,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1549,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Parminder Doal,4,"Rooms were very well ready for my use, everything was put in place just the way I would want it on arrival, clean and tidy. The Premier Plus rooms had everything I needed: kettle, mini-fridge, water bottles, showering equipment etc.
Very convenient location: shops, public transport links, and other conveniences within walking distance and was seemingly safe in terms of security.
Great value for money.
Although staff were very friendly, helpful and assisting when they were there, there were many occasions when there was absolutely nobody at the front desk, so waiting for someone to be able to assist you at all was often a matter of waiting 10 minutes (approx), so I would suggest having 2 people at the front desk for each shift always, so even if 1 is gone away, the other will still be there. I would also suggest having in-room telephones.
The only other slightly disappointing factor was if we are staying more than 1 night, housekeeping is not done in the room unless requested before 12pm, which I didn’t realise until after that, and I wished the cups and mugs were changed and stock on water bottles and chocolate were replenished.
Overall, I do recommend this hotel since it meets 80-90% of average expectations, just those few little factors need working on: staff presence, telephone and housekeeping.",2025-07-11 18:31:32,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1549,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Richard Shroyer,5,"Our stay at this hotel was excellent.  The location is perfect for train travellers.  It is right off of New Street, with lots of restaurants, cafes and shops. Easy walking distance to Gas Station Basin, Jewelry Quarter, Bullring, etc. Crowded, high-energy area, but safe and quiet inside the hotel. Our room was larger than expected and very clean and comfortable.  Front desk staff were very helpful overall, though some seemed happier about it than others.  Continental breakfast was good and presented in a very pleasant area.  I would definitely stay here again.",2025-05-28 02:21:49,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1549,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Sam Wilson,5,"Amazing stay! In a busy city it's hard to find a quiet hotel, but this really was. The team were lovey, especially Emma! Couldn't do enough for me including storing and looking after bags and setting me up with a place to work. Highly recommend",2025-07-03 12:41:10,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1549,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Chris Jeffery,5,"I had one of the newly refurbished Evolution style rooms on the 6th floor. My room was comfortable, clean, and quiet. The air conditioning was excellent and I didn’t hear much noise from adjacent rooms or the corridor outside. The hotel was ideally located for New Street station. I’d definitely stay here again.",2025-07-08 08:32:56,en
Premier Inn Birmingham City Centre (New St Station) hotel,4.3,1549,"Exchange Buildings, Stephenson Pl, Birmingham B2 4NH, UK",52.4786686,-1.8976924,ChIJsRXghou8cEgRGrn5-ck4Ufs,N/A,Susan Wing,5,"First time staying here - for a trip to the Symphony Hall.
As always at a Premier Inn the rooms were clean and the staff were lovely.
We didn't eat here, but sometimes we do the meal deal which is excellent value.
Room was very quiet and we slept well.
Great location - close to the railway station and 15 minutes walk to Broad Street.",2025-06-07 09:04:59,en
Britannia Hotel Birmingham,2.5,2142,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",SamT,2,"The entrance to the hotel looked like a crack den, the rooms have no AC, rubbish was left everywhere in the room when I checked in, fake tan smeared across the bathroom (including the half used micro soap bottles) and to top it all off the bed was so uncomfortable I found it very difficult to sleep above the noise from the street below; there are no bones to throw for this hotel.

At £100+ for a single room, do yourself a favour and stay in the Travelodge around the corner instead.",2025-07-10 19:57:22,en
Britannia Hotel Birmingham,2.5,2142,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Bernadett Merling,1,"I believe that the hotel staff—including not only the cleaners, but also the housekeeping supervisor and the manager—need proper training. Just because a hotel is in a lower price category, it doesn’t mean that the room should be handed over to a new guest in a dirty condition.

In the bathroom, the shower cabin had water spots, it hadn’t been cleaned or sprayed with cleaning products. The shower head and the tap were also covered in water spots and limescale, and the mirror was spotty too. There were black hairs in the shower cabin (and I have blonde hair, so they definitely weren’t mine).

When I lifted the toilet seat, there were urine stains underneath. The cupboard was covered in a thick layer of dust—not just a few days’ worth, but clearly much older.

The attached photos and videos speak for themselves.",2025-07-10 01:50:05,en
Britannia Hotel Birmingham,2.5,2142,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Stephanie B,2,The room was big. That's all. There was no body wash. Only 1 small towel and one medium size towel. The hand wash was 2 tiny squeezable plastic tubes. I didn't book it and will not stay there again. The TV was constantly updating.  Its not for me. Sorry but I won't pretend each to their own. I always bring my own provisions .,2025-03-17 08:29:37,en
Britannia Hotel Birmingham,2.5,2142,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Ryan Clark,3,"The room and hotel is outdated and very basic. It’s ok if you just using it as a place to crash for a night, I checked in at 9pm and checked out before 9am. It was quiet and good location but I wouldn’t recommend if you are staying for a few days here.",2025-06-10 08:03:30,en
Britannia Hotel Birmingham,2.5,2142,"New St, Birmingham B2 4RX, UK",52.4790852,-1.8970668,ChIJ1SFAVIm8cEgRhSSg3OwAl2Y,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Daniel Dash,1,Booked a room in Birmingham for £41. On arrival booking in was ok with very friendly staff.  The room is a different story. Tiny room with a tv that had no signal. Very noisy all night very lumpy and springy bed. Hotel website stated Hotel had a bar and on arrival was told they have no bar( very disappointed). Room cost £41...definitely not worth it. Possibly £25 at a push.,2025-06-16 18:39:17,en
San Carlo - Birmingham,4.1,1658,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Funki Foods,3,"We arrived and had to wait a little while for our table, along with quite a few others, so the entrance area felt a bit crowded.

The espresso martini had a great coffee flavour but lacked the usual punch you’d expect from a classic martini.

The oysters were fabulous—nice and big, just how we like them!

The pizza, unfortunately, was a bit underwhelming. It was light on toppings, which made it lack flavor. We also tried the seafood grill main, which really could’ve used some salt, garlic, and chili to bring it to life.

That said, the restaurant itself is beautiful—great atmosphere and setting.",2025-05-24 19:40:21,en
San Carlo - Birmingham,4.1,1658,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Jonners UK,5,"Have dined many times at San Carlo over the years living in Birmingham. Food is always good. Wine list caters to all budgets. And they have great seafood dishes.

There are two levels to the restaurant and we were sat at a table tucked away which was great. Lots of mirrors with a ceiling full of artificial roses. It’s over the top but suits the venue and adds to the experience.

Great wine. Lots of Italian choices. We had a couple bottles of the primitivo after a round of negronis (pleased an Italian place can make these well too)

My starter was overdone under the grill. I’ve had the baked aubergine parmagiano many times and this unfortunately wasn’t their best. Monkfish tagliatelle and the shared dessert more than made up for it.

The dessert was three mini portions per person and a limoncello shot for £9 each. Great value.

Will look forward to my next visit.",2025-04-27 15:13:05,en
San Carlo - Birmingham,4.1,1658,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Goldie 86,5,"Great food apart from the tomato bruschetta - no flavour and seemed if was rushed it lacked taste but everything else was delish.

The waitress was quite passive aggressive and rude. I wish I didn’t pay the service charge. She was very intimidating. No people skills. Other staff were great.",2025-05-05 14:53:33,en
San Carlo - Birmingham,4.1,1658,"4 Temple St, Birmingham B2 5BN, UK",52.4803783,-1.8992256,ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Kiyia Atkinson,3,"So the food the bruchetta was almost inedible the bread being hard as a rock.

However the rigatoni alla norma was absolutely fabulous one of the best pasta dishes I have had in a long time and to follow the strawberry merguine cake which rains supreme over any cake I have ever had!

It's a shame that before my dining experience i was kept waiting at the door for 15-20mins while the host was laughing on the phone, it really set the tone for service not being checked on during the the meals or having water poured, this however picked up after my main!

Overall it is a nice reasturant with lovely food but the level of service i received was not worth the price especially when similar reasturant fumo is a short walk and offers a much higher quality and more attentive service!",2025-04-10 07:38:50,en
