place_id,restaurant_name,address,avg_rating,total_ratings,avg_sentiment_compound,total_reviews,positive_review_count,negative_review_count,neutral_review_count,latitude,longitude,opening_hours,all_review_texts,positive_ratio,negative_ratio,food_type_tags,priority_tags,tfidf_keywords,all_keywords_for_recommendation
ChIJF5clh4O8cEgR-EskG0QqegY,Clayton Hotel Birmingham,"Clayton Hotel, Albert St, Birmingham B5 5JE, UK",4.3,2964.0,0.9625,5,5,0,0,52.4810539,-1.8905062,N/A,"Visiting the hotel was a truly delightful experience, and I would like to share my thoughts. From the moment I arrived, the welcoming atmosphere was immediately apparent. The staff members were exceptionally kind and went above and beyond to ensure a comfortable stay. The room was well-appointed, offering a perfect blend of style and functionality. The bed was incredibly comfortable, contributing to a restful night's sleep. The hotel's amenities, such as the fitness center and restaurant, added to the overall enjoyment. The quality of the food and the service in the restaurant were both impressive and memorable. Overall, my experience was outstanding, and I highly recommend this hotel to anyone. Really enjoyed my stay at the Clayton Hotel Birmingham. The location is ideal — just a short walk from Birmingham New Street Station, Bullring shopping centre, and lots of restaurants and bars. Perfect base for exploring the city.

The room was clean, spacious, and modern with a comfy bed, good lighting, and a large bathroom. Wi-Fi was fast and reliable, and I appreciated the quiet despite being in the city centre.

Staff were friendly and welcoming throughout — check-in was quick and hassle-free. The breakfast buffet was generous with plenty of hot and cold options, and everything tasted fresh. Bar/lounge area was also great for a quiet drink in the evening.

No complaints — everything ran smoothly. Would happily stay again whether for business or a weekend trip. A very dependable and polished hotel experience. I recently stayed at this hotel and, unfortunately, had a less-than-ideal experience.

The room was uncomfortably hot, and the staff explained it was due to a climate-control system that adjusted to the outside weather. They did provide a portable fan, but it didn't fully resolve the issue. Additionally, the room lacked a fridge, which was inconvenient. On a positive note, the room itself was a good size and nicely decorated.

However, the staff's demeanor could have been more welcoming, which slightly dampened the overall experience. Great hotel located in the centre of Birmingham. I’ve stayed at the Clayton hotels across the UK. This has to be one of the best. It’s location is perfect if you are working or looking to spend some social time in Birmingham city Centre.

The rooms are relatively spacious with good bathroom and shower facilities. I was a little concerned that the work that is ongoing next to the hotel for HS2 would disrupt my stay, but actually the rooms are well soundproof.

Whilst the dinner options are basic and limited, they are good quality. The breakfast offered a good range of hot and cold, although my only criticism is that they were very slow to top of the hot options once they became empty. This was noticed on two consecutive days to the buffet. Hence my 4. Stars.

The reception staff were exceptionally helpful on arrival and departure. Ten minutes walk from train station, no parking nearby, but lots of local amenities, great restaurant, lovely bar area.  Staff very welcoming, apologetic for the roadworks taking place outside, not their fault but seemed genuine. Quick booking in process and fantastic room.  Clean, warm and quiet.",1.0,0.0,"[""Cafe"", ""Bar/Pub"", ""Breakfast""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Cleanliness"", ""Location"", ""Experience"", ""Portion Size"", ""Communication/Responsiveness"", ""Ventilation/AC"", ""Emotional Tone"", ""Recommendation Tendency""]","['hotel', 'room', 'stay', 'centre', 'room clean', 'amenities', 'hot cold', 'quiet', 'exceptionally', 'hot']","[""Bar/Pub"", ""Communication/Responsiveness"", ""hot cold"", ""room clean"", ""Recommendation Tendency"", ""Service"", ""quiet"", ""Breakfast"", ""Food Quality"", ""Atmosphere"", ""amenities"", ""Ventilation/AC"", ""hot"", ""room"", ""Portion Size"", ""stay"", ""Location"", ""exceptionally"", ""Cleanliness"", ""Cafe"", ""centre"", ""hotel"", ""Emotional Tone"", ""Experience""]"
ChIJFQ_To5K8cEgR9k0MZDZCFug,The Jam House,"3-5 St Paul's Square, Birmingham B3 1QU, UK",4.5,2076.0,0.7629400000000001,5,4,0,1,52.4850197,-1.904819,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: 6:00 PM – 12:00 AM"", ""Thursday: 6:00 PM – 1:00 AM"", ""Friday: 6:00 PM – 2:00 AM"", ""Saturday: 6:00 PM – 2:00 AM"", ""Sunday: Closed""]","I recently visited here on a Saturday night for a friends birthday. There was 10 of us and we also booked food. We sat upon the mezzanine area where you had a separate bar and toilet area from the main club. The food was nice, ate bread with salmon for a starter, lamb dinner with potatoes for the main followed by the cheese board. After eating the band starting playing and they were really good. We were able to leave our stuff at the tables whilst going down to the dance floor area, and return to the bar and toilet which was great as you avoided long queues. Overall it was a great night. Had fun last night. I went all by myself. Old folks who love live jazz and highlife music will enjoy the place better. The securities are good, bar tenders are nice. Overall 8/10 Fantastic venue. We visited for the acoustic night and it was well worth the trip. Great music, lovely friendly staff, and a super atmosphere. A must see for anyone who finds themselves in the area It appears the security here need to learn some simple manners. This security guard completely ruined my evening for my mother’s hen do and first experience of Jam House. There is a way to speak to people for a simple demand and also important to not intimidate people in doing so (still unsure why it took two of them to ask me to stand up). Likely won’t return. Usually a great night out but really disappointed today
Food and service was great but we booked for a soul night and the music was anything but soul. Resident duo
were below par   DJ also didn’t play soul and kept talking throughout the poor choice of music
Dress code was non existent and there was a group that were obviously not anywhere near twenty one. Finally the soul group arrived at eleven played briefly before leaving to say they’d be back in forty five minutes
We usually have a fantastic time seeing various artists and the first band and dj usual compliment the group that is performing. Not sure whether we will visit again",0.8,0.0,"[""Bar/Pub"", ""Seafood""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Cleanliness"", ""Waiting Time"", ""Experience"", ""Booking/Entry"", ""Sound/Noise"", ""Ventilation/AC"", ""Emotional Tone"", ""Recommendation Tendency"", ""Special Occasion""]","['soul', 'night', 'music', 'group', 'band', 'area', 'dj', 'security', 'toilet', 'simple']","[""area"", ""toilet"", ""Bar/Pub"", ""Recommendation Tendency"", ""Service"", ""night"", ""Food Quality"", ""Atmosphere"", ""simple"", ""band"", ""Ventilation/AC"", ""security"", ""Waiting Time"", ""Cleanliness"", ""soul"", ""Booking/Entry"", ""group"", ""Sound/Noise"", ""Emotional Tone"", ""Seafood"", ""music"", ""Special Occasion"", ""Experience"", ""dj""]"
ChIJFSsbyo-8cEgRaiYVlHAxl_A,ODEON Birmingham New Street,"139 New St, Birmingham B2 4NU, UK",3.6,2663.0,-0.26334,5,1,3,1,52.4786399,-1.8964315,N/A,"It's always an amazing & enjoyable experience watching movies here with my partner. I like the ambience and staff are lovely. Odeon also allows cold drinks from outside which is one of the best things about it as drinks sold here are priced exorbitantly high. Overall, its a top notch cinema for movies. Love it The screen was not big enough and didn't give a clear HD print. We went to see Jurassic World Rebirth and the show time was 8pm and we had to be there at 7.45, so we did reach in time but the movie started at 8.30 and it felt so loooong wait due to uncomfortable seats.. However the sound was good. Went to watch a movie yesterdey at this Odeon brand yesterday and what can I say. I was so appalled. The cinema itself is very outdated in my opinion. The screen was nowhere near as big as any other cinema I've been to as was the picture quality. Took me right back to the early 2000s and not in a good way!. The auditorium itself is outdated and the seats are uncomfortable. The way the seats are situated is at the same height as all the other rows. Therefore, the view is blocked by someone's head. I wouldn't go watch anything here again. Had not been for decades. Gladly I paid £5 only even then that's too much in my opinion. First of all the doorway is tiny as only one door is open and it's very inconvenient. It's not clear who you show your ticket to. The drinks were extremely overpriced. The seats in the cinema were disgusting, they're uncomfortable and hot due to the lack of air con. The screen was extremely bad quality, cut off weirdly, and extremely dark. Half of the speakers were off. The ceiling lights were constantly on. The adverts went on for way too long. Buying anything was difficult as the layout was very poor. And although it is not the cinemas fault, the people watching the film were constantly on their phones, talking, and getting up We went there for a foreign language movie and they killed the fun and experience by keeping the lights on. Lights on for a movie 😒 I felt that deeply insulting and the screen was smaller that with that distance it felt like smaller than my television 🥲",0.2,0.6,"[""Bar/Pub"", ""Vietnamese""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Portion Size"", ""Seating/Comfort"", ""Ventilation/AC"", ""Emotional Tone""]","['cinema', 'movie', 'screen', 'seats', 'lights', 'outdated', 'uncomfortable', 'odeon', 'constantly', 'smaller']","[""Bar/Pub"", ""lights"", ""outdated"", ""Service"", ""Food Quality"", ""Atmosphere"", ""Ventilation/AC"", ""cinema"", ""Seating/Comfort"", ""Waiting Time"", ""uncomfortable"", ""Portion Size"", ""Location"", ""screen"", ""Cleanliness"", ""seats"", ""Emotional Tone"", ""Drinks"", ""constantly"", ""smaller"", ""movie"", ""Vietnamese"", ""Value"", ""odeon"", ""Experience""]"
ChIJFUCpo4m8cEgRnUlP70Cj6co,Comfort Inn Birmingham,"Station St, Birmingham B5 4DY, UK",3.3,787.0,0.11956,5,3,2,0,52.47675770000001,-1.8982605,N/A,"Stayed here last minute as other hotel I normally use was booked, price was relatively cheap at £54.
However the room was a disgrace, there was a condom underneath the bed, now I never picked the bed up, I just moved it slightly across which the housekeeping should of done, there was a towel with a skid mark on it, I was absolutely disgusted.
Went to tell the bloke on reception and he just smiled and shrugged his shoulders, in the morning the West Indian lady was very nice she was very apologetic but this is unacceptable. Very friendly staff. Rooms for the price are absolutely fine. Warm fresh nice fully opening sash windows.
Stones throw from new street and bull ring.
All in all a delightful stay and would recommend 👌 Giving it two stars because it is a two star hotel and that's exactly what you get.  Single glazed sash windows, brown stain on the bathroom ceiling, antiquated lift, no food service.  The room was very clean however.  The staff were nice and it's right by the station.  Somehow I managed a decent night's sleep despite the air-conditioning units of the building next door going through the night.  Don't stay here unless you're prepared for the absolute basics.  I had to because it was works preferred choice because it's cheap. Awful and disrespectful owner/management
Checked in because of late trains the room was cramped carpet disgusting I wouldn't take my shoes off. Stench from drains made it an ordeal to use loo so much that I went to wetherspoons in the am for sponge bath and brush my teeth!!! Chair delapidated bad shape. I immediately complained and the night manager shrugged and said rooms cleaned everyday. Nothing I would have left but too late to book elsewhere so bared it requested refund was offered maximum of £15 disgusting. Checked in around 6pm. Could hear chap next door very clearly talking on his speakerphone. From inside the expected solitude of my room. Could hear him cough, rummage around, flick the light switch etc. Wasn't happy but it was just for one night and hoped he'd be gone or be asleep later. 1am, wake to hear the pleasant sounds of him snoring through the walls. Decided to notify reception so they can't say I should have told them about it at the time. Their response? ""Thank you for letting us know"". Literally.  No apology. No offer to change rooms. Nothing. Review posted at 1:30am... Not happy at all.",0.6,0.4,"[""Cafe"", ""Bar/Pub"", ""Vietnamese""]","[""Service"", ""Food Quality"", ""Value"", ""Cleanliness"", ""Experience"", ""Booking/Entry"", ""Communication/Responsiveness"", ""Ventilation/AC"", ""Emotional Tone"", ""Recommendation Tendency""]","['hear', 'room', 'shrugged', 'rooms', 'night', 'bed', 'windows', 'checked', 'cheap', 'reception']","[""shrugged"", ""Bar/Pub"", ""Communication/Responsiveness"", ""Recommendation Tendency"", ""rooms"", ""bed"", ""windows"", ""Service"", ""night"", ""Food Quality"", ""Ventilation/AC"", ""hear"", ""room"", ""cheap"", ""reception"", ""Cleanliness"", ""Cafe"", ""Booking/Entry"", ""Emotional Tone"", ""checked"", ""Vietnamese"", ""Value"", ""Experience""]"
ChIJFUaCt--8cEgR-0fJvNWUGec,DARE Professional Audio,"10 Carver St, Birmingham B1 3AS, UK",,,0.0,1,0,0,1,52.4852599,-1.9150402,"[""Monday: 9:15 AM – 8:30 PM"", ""Tuesday: 9:15 AM – 8:30 PM"", ""Wednesday: 9:15 AM – 8:30 PM"", ""Thursday: 9:15 AM – 8:30 PM"", ""Friday: 9:15 AM – 8:30 PM"", ""Saturday: 9:15 AM – 8:30 PM"", ""Sunday: 9:15 AM – 8:30 PM""]",nan,0.0,0.0,"[""General Cuisine""]",[],['nan'],"[""General Cuisine"", ""nan""]"
ChIJFX4mwYm8cEgR0WtjCTNGcwA,United Travel,"26 Ladywell Walk, Birmingham B5 4ST, UK",4.7,27.0,0.8309200000000001,5,5,0,0,52.47555,-1.8964642,"[""Monday: 9:30 AM – 5:30 PM"", ""Tuesday: 9:30 AM – 5:30 PM"", ""Wednesday: 9:30 AM – 5:30 PM"", ""Thursday: 9:30 AM – 5:30 PM"", ""Friday: 9:30 AM – 5:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]","Got my visa sorted here, excellent service, professional and a fast turnaround. I will definitely use them again and would highly recommend the service.
Thank you. Excellent service ! professional, prompt, helpful and friendly. I will highly recommend them to others. I had my visa arranged super fast. Also they do their best to find the best flights and prices.
Thank you Leo who kept me updated at all times. Highly recommended. Got my Chinese visa in 2 weeks. Super smooth process. Just handover your documents and it’s done. Reasonable price. Just did my Chinese Visa here. Fantastic, no need appointment. Got my passport with 2 years multi visa within 1 week. Price is excellent. Couldn't ask for more! The ticket price is really too for a next day travel. Definitely will use United Travel again! Thank you so much Another fantastic experience when booking with United Travel! First flight was delayed and missed the connecting flight which resulted in an 8 hour wait in the airport for the next flight! However Leo managed to get more than half the flight ticket price back from the airline company!",1.0,0.0,"[""General Cuisine""]","[""Service"", ""Value"", ""Waiting Time"", ""Experience"", ""Ventilation/AC"", ""Emotional Tone"", ""Recommendation Tendency""]","['flight', 'travel', 'united', 'definitely use', 'service professional', 'price', 'ticket', 'chinese', 'excellent service', 'thank']","[""Emotional Tone"", ""excellent service"", ""ticket"", ""price"", ""chinese"", ""flight"", ""travel"", ""Ventilation/AC"", ""Waiting Time"", ""thank"", ""General Cuisine"", ""service professional"", ""Value"", ""Recommendation Tendency"", ""definitely use"", ""Service"", ""Experience"", ""united""]"
ChIJFX4mwYm8cEgRkggX10glfNw,Milano bar ristorante,"The Arcadian, 70 Hurst St, Birmingham B5 4TD, UK",4.1,765.0,0.96892,5,5,0,0,52.47467890000001,-1.8967164,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]","❤️It's surprising how this amazing restaurant, offering breakfast, lunch, tea, and dinner, remains underrated. It's truly a hidden gem! You can enjoy a wide range of meals throughout the day in this delightful establishment. As soon as you step inside, you'll be greeted by a charming atmosphere that leaves a lasting impression.

Get ready to indulge in a variety of delectable flavors. From a mouthwatering breakfast to a satisfying lunch, and even a delightful tea time and dinner experience, this restaurant has it all. Each dish is crafted to perfection, whether it's the hearty breakfast options, the flavorful lunch specials, the delightful tea treats, or the satisfying dinner choices. What's even more remarkable is that all of this comes at reasonable prices, making it even more appealing.

But what truly sets this place apart is the exceptional service provided by the staff. There's a dedicated team member who ensures your experience is pleasant and enjoyable. With warm hospitality and attentiveness, they go the extra mile to make you feel comfortable throughout your visit.

It's high time this underrated gem receives the recognition it deserves. Spread the word and invite others to experience the delights of this restaurant. Whether it's starting your day with a delicious breakfast, enjoying a leisurely lunch, indulging in a delightful tea break, or savoring a satisfying dinner, this place has you covered. Let's shine a spotlight on its delicious food, inviting ambiance, and excellent service that often go unnoticed. We visited this venue earlier today just for a coffee and felt we needed to leave a review of the AMAZING young lady who greeted us at the bar area. She was very attentive towards us and could not have made us more welcome so thank you so very much
We did end up having strawberry cheesecake (well my husband ate 99% of it!😂) and I had some really tasty chips
The venue was very clean and well laid out and having read the menu it is somewhere we would go back to where I'm sure a full meal would be great 😁
Thank you again This proved an interesting restaurant.
It's very attractive to visit.Excellent location for the hippodrome theatre.
They certainly coped with a busy pre theatre lunch session.Limited menu.
Staff were helpful,at times we felt at little over stretched.
Food,in the main all good.Little touches would have raised the bar.
The sea bass was very good,but had been dried out around the edges,from the pass,which given it was busy was odd.
Lasagna,good,but lacking that crispy finish.Not exceptional.
Everything arrived hot.
Calamari,good, little rubbery.
Things like putting olive oil and balsamic vinegar on the tables would be a nice touch.
Mains came with a salad
The desert's we had were excellent  have to say,my lemon based one,one of the best I eaten.
Tap water provided no problem.
Wines, delicious whites well chilled.
Price point above average to high for the quality.
But overall a lovely lunchtime experience.
Thank you.
We will visit again. Came with 3 friends and we had an amazing experience. The lobster risotto and whole lobster with fries are absolutely brilliant. Unlike a lot other restaurants which you can barely find lobster meat in risotto, there’s plenty of lobster meat in big pieces. We were served by Mohammed who’s been very friendly and treated us with free shots and wine. It’s not our first time to be here and will defo come back again. The staff were superb here tonight, we only popped in for an Irish coffee before going to the theatre, I had a chat with all the staff in their respective languages. They were all very friendly. We will definitely come back for a gluten free meal very soon. We'll done guys!",1.0,0.0,"[""Italian"", ""Burger"", ""Cafe"", ""Bar/Pub"", ""Fast Food"", ""Mediterranean"", ""Seafood"", ""Breakfast""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Drinks"", ""Experience"", ""Portion Size"", ""Ventilation/AC"", ""Emotional Tone""]","['lobster', 'delightful tea', 'delightful', 'theatre', 'lunch', 'dinner', 'satisfying', 'tea', 'underrated', 'lobster meat']","[""Italian"", ""Bar/Pub"", ""dinner"", ""delightful tea"", ""Service"", ""Mediterranean"", ""lobster"", ""Breakfast"", ""tea"", ""Food Quality"", ""Atmosphere"", ""Ventilation/AC"", ""theatre"", ""satisfying"", ""Portion Size"", ""Location"", ""Cleanliness"", ""Cafe"", ""Emotional Tone"", ""Seafood"", ""Drinks"", ""lobster meat"", ""Fast Food"", ""underrated"", ""delightful"", ""Value"", ""Burger"", ""Experience"", ""lunch""]"
ChIJFdRrLoq8cEgRZigkU_PFQ-o,The Railway,"Savoy Buildings, Hill St, Birmingham B1 1PU, UK",4.2,1852.0,0.8215600000000001,5,5,0,0,52.47753969999999,-1.9011716,"[""Monday: 10:00 AM – 11:00 PM"", ""Tuesday: 10:00 AM – 11:00 PM"", ""Wednesday: 10:00 AM – 11:00 PM"", ""Thursday: 10:00 AM – 11:00 PM"", ""Friday: 10:00 AM – 12:00 AM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]","nice pub, very friendly polite happy staff.
tables were all clean. Staff were very attentive helpful and pleasant.
Food was excellent,  everyone had different meals and there were no complaints from anyone, everything we had was cooked and presented lovely.
toilets could do with an update. my only dislike was that it was very noisy both with the punters and the music quite difficult to have a conversation. Lovely traditional pub, great food. The irish whiskey sauce I had with my steak (cooked perfectly medium rare) was absolutely banging (does come with mushroom, peas, tomato as standard but i didn't want them, fantastic staff! £3.75 a pint right in the heart of Birmingham City.

Definitely worth a visit, decent food, decent beer and friendly staff.

I challenge you to find a pint of beer of this quality at this price anywhere else in the city all day Monday to Friday

Update: I have revisited after a couple of months (which included wallet busting increases for hospitality employers such as minimum wage increasing and increases on NI plus costs of products reaching all time price highs) and what do I find when i arrive here? The price of a pint has come down by 35p on my aforementioned review.

Still giving the same amazing friendly service and now at £3.40 for a pint in the city centre while all others are starting to increase prices, makes this place a must visit.

Anyone catching a train from New Street and considering the pubs inside the station, this place is only a minute walk away and so much better.

Keep up the good work guys We’ve eaten here ALOT  as it is where we first met 27 years ago so the nostalgia is there for us.
Tonight we had some of the best food we’ve had here (we’ve had some good meals before) compliments to the chef, I am the fussiest person with my steak but it was spot on here.
Staff are lovely, we will be back (again) Went here before we headed to the theatre. We booked a table, when we walked in ans stated we'd got a table booked, they stated they hadn't printed the information off yet. When we were shown to the table the member of staff asked ""if you want me to clean the table, I will"" 😲 we only ordered simple meals fish and chips and a burger and chips but these took over forty minutes to cook! Oh ye, did I mention there was only one other table being occupied, so why the wait I'm not sure. We then placed an order for pudding, again simple, apple pie and custard and Brownie with ice cream, these took 28 minutes to be done, the member of staff did apologise but again for them to bang them in the microwave to heat surely shouldn't take this long...
The staff were pleasant, the food was nice but very shocking service..",1.0,0.0,"[""Burger"", ""Bar/Pub"", ""Fast Food"", ""Mediterranean"", ""Dessert"", ""Seafood"", ""Steakhouse""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Booking/Entry"", ""Communication/Responsiveness"", ""Sound/Noise"", ""Ventilation/AC"", ""Emotional Tone""]","['pint', 'table', 'staff', 'meals', 'stated', 'update', 'city', 'member staff', 'steak', 'simple']","[""update"", ""Bar/Pub"", ""Communication/Responsiveness"", ""Steakhouse"", ""pint"", ""Service"", ""Mediterranean"", ""Dessert"", ""Food Quality"", ""Atmosphere"", ""member staff"", ""simple"", ""steak"", ""Ventilation/AC"", ""table"", ""Waiting Time"", ""Cleanliness"", ""staff"", ""Booking/Entry"", ""city"", ""Sound/Noise"", ""Emotional Tone"", ""Seafood"", ""Drinks"", ""stated"", ""Fast Food"", ""Value"", ""meals"", ""Burger""]"
ChIJFeGFF8y9cEgREU0rJUn_1RI,"Goose, The OVT, Selly Oak","561 Bristol Rd, Selly Oak, Birmingham B29 6AF, UK",4.3,1686.0,0.9446200000000001,5,5,0,0,52.4459178,-1.9333955,"[""Monday: 10:00 AM – 12:00 AM"", ""Tuesday: 10:00 AM – 12:00 AM"", ""Wednesday: 10:00 AM – 12:00 AM"", ""Thursday: 10:00 AM – 12:00 AM"", ""Friday: 10:00 AM – 2:00 AM"", ""Saturday: 10:00 AM – 2:00 AM"", ""Sunday: 10:00 AM – 12:00 AM""]","We love the goose and will always come for affordable and tasty food, a great range of drinks and a lively atmosphere! Rockstar looked after us and the doggos - making sure they had ice water and treats! 36 years pretty much to the day since I left Brum Uni we returned to see how the OVT had changed.
They've opened up the bar, but kept the feel.  Still a good pub for locals and students looking at yesterday's crowd. (out of term time)
Pub in good condition and looks the part.  Good range of mainstream beers. Fab pub, with the best customer service. Thanks to Rocky and the team. You made our daughter Emma’s day today, when she came to say goodbye in her graduation gown, and you let her hold the golden goose. The Goose has been her local for three years and she loves it. Lovely staff, food was so nice, come back from holiday they offered me a sangria because I was in holiday mode and Liz the manager offered me a sangria and Jayme had wonderful service was very friendly. Rocky was lovely and accommodating Love the goose! Amazing for student life and everyone’s so friendly! Shoutout to Rocky, Manuel, and Mason for some amazing nights out!",1.0,0.0,"[""Bar/Pub""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Drinks"", ""Emotional Tone""]","['goose', 'rocky', 'sangria', 'pub', 'holiday', 'offered', 'range', 'years', 'pub best', 'goodbye']","[""Emotional Tone"", ""offered"", ""Food Quality"", ""Atmosphere"", ""pub"", ""goose"", ""sangria"", ""range"", ""Bar/Pub"", ""rocky"", ""pub best"", ""goodbye"", ""Value"", ""years"", ""Service"", ""Drinks"", ""holiday""]"
ChIJFx2eXe28cEgRbjxc-Y50dC0,Lasan Indian Restaurant & Cocktail Bar,"3 - 4 Dakota Buildings, James Street, St Paul's Square, Birmingham B3 1SD, UK",4.5,1195.0,0.9787800000000001,5,5,0,0,52.4850964,-1.9078618,"[""Monday: Closed"", ""Tuesday: 12:00 – 2:00 PM, 5:00 – 10:00 PM"", ""Wednesday: 12:00 – 2:00 PM, 5:00 – 10:00 PM"", ""Thursday: 12:00 – 2:00 PM, 5:00 – 10:00 PM"", ""Friday: 12:00 – 2:00 PM, 5:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 9:00 PM""]","Had a really good experience. We had the Birmingham Food Festival set course. Also came with an amuse bouche which was panipuri. Flavour profiles were amazing and portion sizes were bigger than expected. Curries could be spicier though! Good service (by Vivek & Akhter) and overall excellent experience. We went for the 6 course tasting menu experience.
It was a really nice experience, the food was nice but there were repeats on components across the experience.

The repetitive flavours were a let down but the overall quality, flavours and textures were nice and I would recommend people to try it. I also felt the dishes could use a tiny bit less salty. Let the other flavours shine!

We did also order 2 additional sea food dishes. The plating is super pretty.

I really enjoyed my mocktail and my king prawns.the dessert was super refreshing and light too. Our meal at Lasan was a Christmas gift (Gift card). The restaurant is very intimate and is beautifully presented.  The staff were very welcoming throughout the whole evening.  We arrived 30 minutes early and as it was quiet (Sunday evening) we were offered the option of being seated at our table or having pre-drinks in the bar, which we did - the best Passionfruit Martini I have ever had!  We were seated promptly at our table time and were brought a complimentary nibble with our popadoms, whilst we eagerly awaited our starter.  We chose a sharing platter starter of chicken, lamb, salmon and king prawn which was absolutely devine!  For our mains my husband chose a chicken dish in traditional curry style and I chose beef cheek on a dahl base.  This was accompanied by pilau rice, plain naan and peshwari naan.  Both dishes were excellent, although I was expecting the beef to have more Indian spicing - still delicious!  The naans were lovely and fluffy and very fresh.  Portions were very generous and we couldn't quite finish our dishes.  We both then enjoyed chocolate fondant desserts with pistachio ice-cream.  The evening was a real treat and we were looked after well by Vivek who regularly checked in with us to make sure everything was ok.  Would definitely return. Delicious Indian food. We got the chicken for starter and the salmon, amazing. We shared the butter chicken, the beef vindaloo and the lamb rogan josh. Really nice naan bread. We also had the gobi and aloo as sides.

Would definitely come back again.

The cocktails were delicious. The last night in Bombay amazing and I had a cocktail that tasted like a Pina Colada. Thank you to Arusha & Anshu for their wonderful service especially when they brought over a complementary surprise desert for my dad’s 85th birthday.

Food was great, beautifully presented and generous - although tailored to a more European palate in terms of level of spice.

Great experience nonetheless!",1.0,0.0,"[""Indian"", ""Cafe"", ""Bar/Pub"", ""Dessert"", ""Seafood"", ""Ethiopian"", ""Indian Street Food""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Portion Size"", ""Emotional Tone"", ""Recommendation Tendency"", ""Special Occasion""]","['naan', 'starter', 'dishes', 'chose', 'really experience', 'flavours', 'beef', 'gift', 'experience', 'chicken']","[""Ethiopian"", ""experience"", ""Bar/Pub"", ""Recommendation Tendency"", ""Service"", ""really experience"", ""gift"", ""chose"", ""Dessert"", ""Food Quality"", ""Atmosphere"", ""chicken"", ""dishes"", ""Waiting Time"", ""flavours"", ""Portion Size"", ""Cleanliness"", ""Cafe"", ""starter"", ""Emotional Tone"", ""Drinks"", ""Seafood"", ""Indian"", ""Special Occasion"", ""naan"", ""Indian Street Food"", ""beef"", ""Experience""]"
